candidate,cargo_type,context,query_type,query,count
WNT5A,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (WNT5A OR Wnt5a),7
WNT5A,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (WNT5A OR Wnt5a) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),6
WNT5A,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (WNT5A OR Wnt5a) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),3
WNT5A,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (WNT5A OR Wnt5a),0
WNT5A,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (WNT5A OR Wnt5a) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),0
WNT5A,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (WNT5A OR Wnt5a) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),0
CTNNB1,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CTNNB1 OR beta-catenin)",20
CTNNB1,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CTNNB1 OR beta-catenin) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",9
CTNNB1,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CTNNB1 OR beta-catenin) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",14
CTNNB1,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CTNNB1 OR beta-catenin),144
CTNNB1,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CTNNB1 OR beta-catenin) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),81
CTNNB1,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CTNNB1 OR beta-catenin) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),117
CTNNB1,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CTNNB1 OR beta-catenin),14
CTNNB1,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CTNNB1 OR beta-catenin) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),7
CTNNB1,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (CTNNB1 OR beta-catenin) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),11
MTOR,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (MTOR OR mTOR)",35
MTOR,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (MTOR OR mTOR) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",16
MTOR,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (MTOR OR mTOR) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",24
MTOR,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (MTOR OR mTOR),88
MTOR,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (MTOR OR mTOR) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),42
MTOR,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (MTOR OR mTOR) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),68
MTOR,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (MTOR OR mTOR),13
MTOR,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (MTOR OR mTOR) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),3
MTOR,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (MTOR OR mTOR) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),12
AKT1,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (AKT1 OR AKT)",66
AKT1,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (AKT1 OR AKT) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",29
AKT1,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (AKT1 OR AKT) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",42
AKT1,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (AKT1 OR AKT),263
AKT1,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (AKT1 OR AKT) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),137
AKT1,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (AKT1 OR AKT) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),202
AKT1,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (AKT1 OR AKT),55
AKT1,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (AKT1 OR AKT) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),20
AKT1,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (AKT1 OR AKT) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),49
NFKB1,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (NFKB1 OR ""NF-kappa B"")",17
NFKB1,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (NFKB1 OR ""NF-kappa B"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",6
NFKB1,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (NFKB1 OR ""NF-kappa B"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",12
NFKB1,Protein,tumor_metastasis,base,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (NFKB1 OR ""NF-kappa B"")",54
NFKB1,Protein,tumor_metastasis,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (NFKB1 OR ""NF-kappa B"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",30
NFKB1,Protein,tumor_metastasis,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (NFKB1 OR ""NF-kappa B"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",41
NFKB1,Protein,cardiac_repair,base,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (NFKB1 OR ""NF-kappa B"")",10
NFKB1,Protein,cardiac_repair,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (NFKB1 OR ""NF-kappa B"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",2
NFKB1,Protein,cardiac_repair,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (NFKB1 OR ""NF-kappa B"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",8
HIF1A,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (HIF1A OR ""HIF-1"")",4
HIF1A,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (HIF1A OR ""HIF-1"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",1
HIF1A,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (HIF1A OR ""HIF-1"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",1
HIF1A,Protein,tumor_metastasis,base,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (HIF1A OR ""HIF-1"")",33
HIF1A,Protein,tumor_metastasis,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (HIF1A OR ""HIF-1"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",14
HIF1A,Protein,tumor_metastasis,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (HIF1A OR ""HIF-1"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",25
HIF1A,Protein,cardiac_repair,base,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (HIF1A OR ""HIF-1"")",5
HIF1A,Protein,cardiac_repair,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (HIF1A OR ""HIF-1"") AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",1
HIF1A,Protein,cardiac_repair,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (HIF1A OR ""HIF-1"") AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",5
C3,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C3 OR complement C3)",11
C3,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C3 OR complement C3) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",7
C3,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C3 OR complement C3) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",9
C3,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C3 OR complement C3),10
C3,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C3 OR complement C3) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),4
C3,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C3 OR complement C3) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),6
C3,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C3 OR complement C3),4
C3,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C3 OR complement C3) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),3
C3,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C3 OR complement C3) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),3
C5,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C5 OR complement C5)",2
C5,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C5 OR complement C5) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",2
C5,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (C5 OR complement C5) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",2
C5,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C5 OR complement C5),1
C5,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C5 OR complement C5) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),1
C5,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (C5 OR complement C5) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),0
C5,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C5 OR complement C5),1
C5,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C5 OR complement C5) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),1
C5,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (C5 OR complement C5) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),1
PDCD6IP,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (PDCD6IP OR ALIX)",27
PDCD6IP,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (PDCD6IP OR ALIX) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",15
PDCD6IP,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (PDCD6IP OR ALIX) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",16
PDCD6IP,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (PDCD6IP OR ALIX),45
PDCD6IP,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (PDCD6IP OR ALIX) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),32
PDCD6IP,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (PDCD6IP OR ALIX) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),27
PDCD6IP,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (PDCD6IP OR ALIX),8
PDCD6IP,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (PDCD6IP OR ALIX) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),4
PDCD6IP,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (PDCD6IP OR ALIX) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),7
TSG101,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (TSG101)",27
TSG101,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (TSG101) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",14
TSG101,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (TSG101) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",18
TSG101,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (TSG101),40
TSG101,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (TSG101) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),27
TSG101,Protein,tumor_metastasis,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (TSG101) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),25
TSG101,Protein,cardiac_repair,base,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (TSG101),8
TSG101,Protein,cardiac_repair,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (TSG101) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),4
TSG101,Protein,cardiac_repair,mechanistic,(extracellular vesicle OR exosome OR exosomes) AND ((myocardial infarction OR ischemia-reperfusion OR heart failure OR cardiac injury) AND (repair OR regeneration OR cardioprotection OR post-infarction)) AND (TSG101) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*),6
CD63,Protein,neurodegeneration,base,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD63)",79
CD63,Protein,neurodegeneration,biomarker,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD63) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood)",62
CD63,Protein,neurodegeneration,mechanistic,"(extracellular vesicle OR exosome OR exosomes) AND (neurodegeneration OR neurodegenerative OR Alzheimer OR Parkinson OR ""amyotrophic lateral sclerosis"" OR ALS OR frontotemporal dementia OR Huntington) AND (CD63) AND (knockdown OR overexpression OR inhibitor OR mediates OR transfer OR delivery OR caus*)",31
CD63,Protein,tumor_metastasis,base,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD63),154
CD63,Protein,tumor_metastasis,biomarker,(extracellular vesicle OR exosome OR exosomes) AND ((cancer OR tumor OR tumour) AND (metastasis OR metastatic OR premetastatic OR organotropism OR dissemination)) AND (CD63) AND (biomarker OR diagnostic OR prognostic OR plasma OR serum OR blood),113
